scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
LG1,2650001,2700000,2675450,3450,2033,14.757,13.8789,0.0307,0.0041,0.0035
LG1,2700001,2750000,2718277,1249,702,20.2352,14.4617,0.1664,0.038,0.0348
LG1,2750001,2800000,2772946,3577,1927,30.6625,33.3203,-0.0415,-0.0107,-0.0082
LG1,2800001,2850000,2827938,2739,1463,14.5219,10.85,0.1447,0.0171,0.0144
LG1,2850001,2900000,2875375,3402,1935,21.9547,17.6766,0.1079,0.0139,0.0124
LG1,2900001,2950000,2922722,2926,1939,57.1047,25.625,0.3805,0.0862,0.076
LG1,2950001,3000000,2973759,2780,1669,17.7891,27.2031,-0.2092,-0.0333,-0.0251
LG1,3000001,3050000,3025871,3166,1859,21.8906,10.5188,0.3509,0.0379,0.0317
LG1,3050001,3100000,3074357,3181,1869,13.3375,18.025,-0.1495,-0.0172,-0.0144
LG1,3100001,3150000,3126897,2909,1736,10.15,12.3656,-0.0984,-0.0094,-0.0081
LG1,3150001,3200000,3177040,3293,1942,17.1078,16.4906,0.0184,0.0021,0.0018
LG1,3200001,3250000,3223839,3409,1819,21.9594,13.0172,0.2557,0.0339,0.0291
LG1,3250001,3300000,3276149,3165,1802,67.5734,15.0297,0.6361,0.1402,0.1172
LG1,3300001,3350000,3324079,3247,1681,8.5516,9.0406,-0.0278,-0.0019,-0.0016
LG1,3350001,3400000,3373847,2440,1311,1.6172,2.7344,-0.2567,-0.0058,-0.0053
LG1,3400001,3450000,3414195,1847,950,7.3578,9.5094,-0.1276,-0.0135,-0.0115
LG1,3450001,3500000,3479263,2581,1509,15.7602,6.6977,0.4035,0.0278,0.0251
LG1,3500001,3550000,3524353,3412,1846,24.0695,26.082,-0.0401,-0.0053,-0.0043
LG1,3550001,3600000,3573892,3435,1690,10.7414,13.1805,-0.102,-0.0092,-0.0076
LG1,3600001,3650000,3622110,2876,1487,10.1813,12.6453,-0.1079,-0.0099,-0.0089
LG1,3650001,3700000,3676019,2998,1483,9.5555,9.2758,0.0149,0.0016,0.0013
LG1,3700001,3750000,3725997,3534,2042,42.4867,20.6352,0.3462,0.0681,0.0557
LG1,3750001,3800000,3776345,4073,2450,27.6836,42.132,-0.207,-0.0439,-0.0347
LG1,3800001,3850000,3822576,3711,1850,23.9359,21.425,0.0554,0.0108,0.0084
LG1,3850001,3900000,3876332,3636,2041,7.7258,11.6195,-0.2013,-0.0129,-0.0114
LG1,3900001,3950000,3925836,3644,1915,29.8688,35.7016,-0.089,-0.0193,-0.015
LG1,3950001,4000000,3974418,3490,1955,38.607,18.5508,0.3509,0.0678,0.0561
LG1,4000001,4050000,4023946,3525,2051,34.3406,35.7516,-0.0201,-0.0046,-0.0036
LG1,4050001,4100000,4072327,3513,1919,41.6188,25.6234,0.2379,0.0604,0.045
LG1,4100001,4150000,4131278,1877,1173,5.1727,2.9133,0.2794,0.0101,0.0095
LG1,4150001,4200000,4175135,3255,1977,7.5633,10.0305,-0.1402,-0.0154,-0.0116
LG1,4200001,4250000,4225026,3536,1998,12.7859,13.4906,-0.0268,-0.0034,-0.0029
LG1,4250001,4300000,4275602,3957,2200,33.3469,37.9453,-0.0645,-0.0165,-0.0122
LG1,4300001,4350000,4328632,2543,1356,26.6078,24.3188,0.0449,0.0215,0.013
LG1,4350001,4400000,4373060,3918,2340,60.5359,11.7562,0.6748,0.2415,0.1645
LG1,4400001,4450000,4425014,3177,2086,124.5352,20.1648,0.7213,0.293,0.227
LG1,4450001,4500000,4474103,3666,2143,48.9742,39.8164,0.1031,0.0368,0.0258
LG1,4500001,4550000,4525512,3521,1676,22.5906,5.4437,0.6116,0.0664,0.0544
LG1,4550001,4600000,4572462,3487,2082,17.5836,22.5039,-0.1227,-0.019,-0.0152
LG1,4600001,4650000,4625012,4323,2453,57.5297,47.6734,0.0937,0.0244,0.0181
LG1,4650001,4700000,4679339,3600,2134,46.9289,46.5367,0.0042,0.0012,0.0009
LG1,4700001,4750000,4723448,4328,2612,32.1422,25.3719,0.1177,0.0098,0.0085
LG1,4750001,4800000,4777241,2070,1053,26.9406,14.1297,0.3119,0.1142,0.0871
LG1,4800001,4850000,4834968,1882,943,13.6258,12.6477,0.0372,0.0092,0.0073
LG1,4850001,4900000,4870571,3519,1983,44.6023,52.9242,-0.0853,-0.0217,-0.0154
LG1,4900001,4950000,4930736,2809,1449,27.3625,13.8359,0.3283,0.1092,0.0834
LG1,4950001,5000000,4967116,1498,732,22.7203,13.4609,0.2559,0.0907,0.0665
LG1,5000001,5050000,5024757,3921,1869,33.9688,17.6266,0.3167,0.0816,0.0609
LG1,5050001,5100000,5073417,4175,2452,26.3633,30.5383,-0.0734,-0.013,-0.01
LG1,5100001,5150000,5123906,3918,2378,53.3625,29.2078,0.2925,0.0635,0.0503
LG1,5150001,5200000,5172213,3050,1806,22.3586,89.4492,-0.6001,-0.3459,-0.1949
LG1,5200001,5250000,5236222,2013,1021,13.4914,8.7977,0.2106,0.0506,0.0407
LG1,5250001,5300000,5278689,3352,2256,71.3383,67.0664,0.0309,0.0168,0.0132
LG1,5300001,5350000,5322364,3535,2166,46.3523,46.9586,-0.0065,-0.0039,-0.0029
LG1,5350001,5400000,5382959,2920,1758,54.2016,50.7234,0.0331,0.0258,0.0184
LG1,5400001,5450000,5423492,3919,2262,49.2773,68.782,-0.1652,-0.1471,-0.0952
LG1,5450001,5500000,5477051,2825,1545,27.0867,18.9289,0.1773,0.0781,0.0585
LG1,5500001,5550000,5526406,4138,2300,22.9914,21.1758,0.0411,0.0078,0.0063
LG1,5550001,5600000,5573502,4174,2212,27.2781,16.8125,0.2374,0.0554,0.0447
LG1,5600001,5650000,5620729,3180,1908,34.0578,15.6266,0.371,0.2698,0.0432
LG1,5650001,5700000,5675806,3807,2097,44.0164,33.3039,0.1385,0.0402,0.0317
LG1,5700001,5750000,5723370,3213,1615,17.1617,14.5539,0.0822,0.0118,0.0096
LG1,5750001,5800000,5779001,2926,1174,9.1234,6.2266,0.1887,0.0207,0.0157
LG1,5800001,5850000,5823802,4000,2103,29.2609,23.0781,0.1181,0.0274,0.0217
LG1,5850001,5900000,5877935,3239,1548,44.1016,19.55,0.3857,0.1677,0.1281
LG1,5900001,5950000,5926138,3206,1454,43.4797,45.2906,-0.0204,-0.0118,-0.009
LG1,5950001,6000000,5977868,3059,1509,44.1047,30.5594,0.1814,0.1182,0.0776
LG1,6000001,6050000,6020087,2937,1548,37.5344,28.7797,0.132,0.0475,0.0349
LG1,6050001,6100000,6079250,2182,1134,40.0164,15.2477,0.4482,0.2848,0.1855
LG1,6100001,6150000,6137548,2058,1128,35.4648,29.1789,0.0972,0.0734,0.0562
LG1,6150001,6200000,6166131,1983,1181,42.2383,37.1039,0.0647,0.046,0.0284
LG1,6200001,6250000,6219293,569,245,6.0102,7.3367,-0.0994,-0.0576,-0.0411
LG1,6250001,6300000,6282827,1762,826,35.6859,4.6125,0.7711,0.2538,0.188
LG1,6300001,6350000,6322545,3155,1763,42.1195,21.1133,0.3322,0.1211,0.0954
LG1,6350001,6400000,6379771,2643,1345,26.4727,26.9555,-0.009,-0.0053,-0.0039
LG1,6400001,6450000,6424357,3430,1837,34.4656,29.5984,0.076,0.0343,0.0265
LG1,6450001,6500000,6465219,1736,1052,29.8719,23.3938,0.1216,0.1225,0.0915
LG1,6500001,6550000,6520316,2054,1032,30.5836,24.3664,0.1131,0.0719,0.0527
LG1,6550001,6600000,6569117,2931,1591,34.6148,34.1023,0.0075,0.008,0.0044
LG1,6600001,6650000,6625546,3834,2141,42.8984,29.3594,0.1874,0.0749,0.0578
LG1,6650001,6700000,6675682,4273,2222,79.8883,27.8477,0.483,0.3016,0.1585
LG1,6700001,6750000,6727841,2793,1774,31.5336,35.3852,-0.0576,-0.0262,-0.0186
LG1,6750001,6800000,6776727,4805,2783,50.0133,60.4992,-0.0949,-0.0308,-0.0252
LG1,6800001,6850000,6824391,3521,2006,48.3008,36.5383,0.1386,0.0807,0.0577
LG1,6850001,6900000,6870371,4688,2896,114.5602,51.5539,0.3793,0.2604,0.1941
LG1,6900001,6950000,6928938,2559,1430,27.8898,14.6945,0.3099,0.1006,0.0743
LG1,6950001,7000000,6978793,2207,1394,36.7086,35.7867,0.0127,0.0074,0.0051
LG1,7000001,7050000,7032145,3347,1540,47.1055,10.0945,0.647,0.1779,0.1265
LG1,7050001,7100000,7075771,3815,2021,89.507,22.4977,0.5983,0.1755,0.1493
LG1,7100001,7150000,7118988,3176,1772,28.2984,18.8797,0.1996,0.0678,0.0496
LG1,7150001,7200000,7174352,3859,2136,33.5297,32.2797,0.019,0.0084,0.0058
LG1,7200001,7250000,7222846,1865,887,8.557,7.3273,0.0774,0.0163,0.0132
LG1,7250001,7300000,7278851,2747,1622,28.0023,42.5414,-0.2061,-0.1615,-0.0774
LG1,7300001,7350000,7328947,3727,2251,34.7344,36.3875,-0.0232,-0.0112,-0.0066
LG1,7350001,7400000,7371167,4333,2462,45.6016,31.5828,0.1816,0.1031,0.0601
LG1,7400001,7450000,7427940,3150,1799,45.4344,27.2453,0.2503,0.103,0.0827
LG1,7450001,7500000,7473825,5238,2500,52.4328,34.5297,0.2059,0.1201,0.0802
LG1,7500001,7550000,7514507,3524,1649,34.8586,33.9305,0.0135,0.0132,0.0086
LG1,7550001,7600000,7583380,1981,958,9.3641,10.7063,-0.0669,-0.0399,-0.0239
LG1,7600001,7650000,7631202,2464,1171,36.0727,19.7102,0.2933,0.2498,0.1888
LG1,7650001,7700000,7678204,5229,2858,37.3367,49.957,-0.1446,-0.056,-0.0379
LG1,7700001,7750000,7726996,4900,2519,20.3219,76.9484,-0.5822,-0.2215,-0.1338
LG1,7750001,7800000,7765153,3331,1574,9.4703,23.3031,-0.4221,-13.7128,-0.0948
LG1,7800001,7850000,7835206,3554,1777,37.4,30.7578,0.0975,0.0831,0.0433
LG1,7850001,7900000,7875682,2423,1409,35.9641,22.9094,0.2217,0.1053,0.0801
LG1,7900001,7950000,7925929,4898,2672,46.8539,30.1086,0.2176,0.06,0.0454
LG1,7950001,8000000,7974686,5365,3169,100.2328,59.6609,0.2537,0.1604,0.0811
LG1,8000001,8050000,8026696,3587,1766,33.5445,19.3695,0.2679,0.1478,0.0533
LG1,8050001,8100000,8076178,4431,2049,40.9094,15.1031,0.4607,0.1453,0.0911
LG1,8100001,8150000,8123019,2819,1253,27.6875,15.6141,0.2788,0.109,0.0747
LG1,8150001,8200000,8176870,2053,1027,36.4328,16.1516,0.3857,0.1922,0.1315
LG1,8200001,8250000,8224836,3655,2049,119.3672,26.7641,0.6337,0.4632,0.3192
LG1,8250001,8300000,8272362,3054,1378,55.3266,14.1203,0.5933,0.3167,0.2007
LG1,8300001,8350000,8328475,3027,1650,30.957,26.6961,0.0739,0.0192,0.0161
LG1,8350001,8400000,8370101,3285,1693,56.8203,17.1469,0.5364,0.1868,0.1516
LG1,8400001,8450000,8430292,3446,1627,20.2188,21.3859,-0.0281,-0.0081,-0.0061
LG1,8450001,8500000,8477162,4101,1876,116.5352,22.9039,0.6715,0.4533,0.2435
LG1,8500001,8550000,8515699,2566,1289,48.2523,11.9227,0.6037,0.2905,0.181
LG1,8550001,8600000,8583219,2503,1514,28.9289,40.6258,-0.1682,-0.0652,-0.0458
LG1,8600001,8650000,8625366,3632,1977,25.6187,56.2922,-0.3745,-0.1368,-0.0858
LG1,8650001,8700000,8681773,4633,2509,119.5945,40.2836,0.4961,0.1516,0.134
LG1,8700001,8750000,8724632,5999,3382,81.9906,40.6891,0.3367,0.1392,0.1027
LG1,8750001,8800000,8771320,3183,1769,57.3055,24.4008,0.4027,0.1271,0.1075
LG1,8800001,8850000,8826697,5056,2429,42.2664,29.2133,0.1826,0.0557,0.0422
LG1,8850001,8900000,8874054,5705,2504,38.207,21.8039,0.2733,0.0751,0.064
LG1,8900001,8950000,8922978,3539,1699,43.6438,19.0719,0.3918,0.1702,0.115
LG1,8950001,9000000,8981643,3501,2031,47.5797,35.2313,0.1491,0.0751,0.0551
LG1,9000001,9050000,9021779,2980,1931,66.6961,29.3758,0.3885,0.2026,0.1574
LG1,9050001,9100000,9076072,3980,2304,53.793,26.1008,0.3466,0.1615,0.1115
LG1,9100001,9150000,9119535,3835,1994,58.1086,29.9977,0.3191,0.1777,0.1358
LG1,9150001,9200000,9177883,3864,2116,54.9758,52.2867,0.0251,0.0083,0.0066
LG1,9200001,9250000,9225492,4665,2394,47.5906,42.2531,0.0594,0.0191,0.015
LG1,9250001,9300000,9273771,3040,1352,18.4594,27.9844,-0.2051,-0.1104,-0.0647
LG1,9300001,9350000,9319009,3366,1712,53.4883,18.4336,0.4874,0.3356,0.1796
LG1,9350001,9400000,9366479,2421,1364,26.4141,13.6641,0.3181,0.2307,0.1262
LG1,9400001,9450000,9429123,2483,1263,26.6664,21.1508,0.1153,0.0622,0.0424
LG1,9450001,9500000,9476327,5504,3271,54.0734,79.8563,-0.1925,-0.1207,-0.0832
LG1,9500001,9550000,9520417,3405,2050,48.2086,38.4539,0.1126,0.0601,0.0451
LG1,9550001,9600000,9569521,3138,1532,26.5813,30.3297,-0.0659,-0.0338,-0.0205
LG1,9600001,9650000,9629248,3578,1688,36.1063,20.5109,0.2755,0.1627,0.1009
LG1,9650001,9700000,9674941,3619,1979,42.3594,32.0891,0.138,0.0896,0.0583
LG1,9700001,9750000,9719589,4222,2303,48.8336,37.6242,0.1297,0.0838,0.0496
LG1,9750001,9800000,9780031,3622,1903,27.3602,52.8523,-0.3178,-0.1002,-0.0778
LG1,9800001,9850000,9826177,5782,2974,60.7766,68.3562,-0.0587,-0.0316,-0.0188
LG1,9850001,9900000,9874137,4268,2276,58.8297,46.4906,0.1172,0.0717,0.0513
LG1,9900001,9950000,9926129,5126,2876,60.0078,40.5234,0.1938,0.0933,0.0592
LG1,9950001,10000000,9977162,4778,2590,88.0,29.5422,0.4973,0.2905,0.1573
LG1,10000001,10050000,10025657,4842,2742,159.3023,37.3648,0.62,0.4297,0.2366
LG1,10050001,10100000,10075422,4105,2213,23.432,59.657,-0.436,-0.1125,-0.0825
LG1,10100001,10150000,10124899,5989,2854,39.3711,70.6992,-0.2846,-0.0711,-0.0569
LG1,10150001,10200000,10176432,3510,1852,34.9453,31.8531,0.0463,0.0138,0.0093
LG1,10200001,10250000,10225175,4786,2552,73.307,27.1898,0.4589,0.1811,0.1268
LG1,10250001,10300000,10276317,5088,2548,152.0844,48.6109,0.5156,0.3566,0.2513
LG1,10300001,10350000,10325178,4601,2561,34.0766,24.7344,0.1589,0.0302,0.0257
LG1,10350001,10400000,10375731,4643,2526,45.05,45.5063,-0.005,-0.0012,-0.001
LG1,10400001,10450000,10417177,3041,1782,26.3461,33.5945,-0.1209,-0.026,-0.0211
LG1,10450001,10500000,10469936,2967,1603,24.4742,36.2617,-0.1941,-0.0517,-0.0414
LG1,10500001,10550000,10525773,4979,2657,21.9422,23.7781,-0.0402,-0.0053,-0.0047
LG1,10550001,10600000,10572957,5399,3036,39.7445,25.9414,0.2101,0.0382,0.0309
LG1,10600001,10650000,10624669,4842,2767,69.318,37.9758,0.2921,0.092,0.0695
LG1,10650001,10700000,10672334,4013,2233,48.0328,20.9219,0.3932,0.0815,0.0655
LG1,10700001,10750000,10724920,4003,2480,46.8805,64.4945,-0.1582,-0.0524,-0.0389
LG1,10750001,10800000,10776819,4046,2160,22.2602,15.018,0.1943,0.0305,0.0235
LG1,10800001,10850000,10824229,5494,3286,104.0422,67.3375,0.2142,0.0752,0.0594
LG1,10850001,10900000,10876309,4380,2636,182.175,30.7031,0.7115,0.4206,0.287
LG1,10900001,10950000,10925946,4453,2683,70.8414,78.5305,-0.0515,-0.0199,-0.0142
LG1,10950001,11000000,10975928,4231,2405,54.7711,35.3242,0.2158,0.057,0.0469
LG1,11000001,11050000,11019293,3566,1919,78.6305,30.6117,0.4396,0.147,0.1313
LG1,11050001,11100000,11080510,3567,2052,63.8836,24.8539,0.4398,0.1525,0.1199
LG1,11100001,11150000,11123817,4665,2767,79.4328,57.7922,0.1577,0.0518,0.0389
LG1,11150001,11200000,11172739,3700,2102,9.9914,16.9445,-0.2581,-0.02,-0.0171
LG1,11200001,11250000,11223056,2533,1544,4.6859,9.2672,-0.3283,-0.0252,-0.0229
LG1,11250001,11300000,11276672,3499,1916,26.5,21.2062,0.111,0.0194,0.0163
LG1,11300001,11350000,11326512,4356,2255,49.9875,30.725,0.2387,0.0616,0.0415
LG1,11350001,11400000,11374032,4389,2476,26.8727,21.4086,0.1132,0.0171,0.0141
LG1,11400001,11450000,11421642,2926,1669,32.0516,23.9141,0.1454,0.0421,0.0337
LG1,11450001,11500000,11484261,1609,915,51.5453,49.2734,0.0225,0.0586,0.0329
LG1,11500001,11550000,11524735,3884,1901,56.5219,33.2703,0.2589,0.1627,0.1122
LG1,11550001,11600000,11576138,3643,2009,44.0484,41.0359,0.0354,0.0119,0.0082
LG1,11600001,11650000,11625819,4041,2103,25.2414,34.2727,-0.1517,-0.0319,-0.0243
LG1,11650001,11700000,11674350,4100,2358,84.0922,59.5516,0.1708,0.0702,0.0493
LG1,11700001,11750000,11720248,3077,1605,32.6531,37.0375,-0.0629,-0.0236,-0.0156
LG1,11750001,11800000,11778339,3180,1829,35.4586,39.4367,-0.0531,-0.0162,-0.0134
LG1,11800001,11850000,11823963,3070,1656,5.1148,6.9352,-0.1511,-0.0086,-0.0072
LG1,11850001,11900000,11873241,4576,2719,74.2156,58.3469,0.1197,0.0455,0.0341
LG1,11900001,11950000,11922767,4252,2383,28.4203,47.3328,-0.2497,-0.0634,-0.0441
LG1,11950001,12000000,11973575,4084,2153,84.8289,26.9102,0.5183,0.1727,0.1283
LG1,12000001,12050000,12025048,2568,1444,1.8563,1.7687,0.0241,0.0005,0.0004
LG1,12050001,12100000,12073685,3271,1766,17.4641,4.9188,0.5605,0.0572,0.0443
LG1,12100001,12150000,12124498,2435,1549,74.8266,11.0828,0.742,0.2267,0.1644
LG1,12150001,12200000,12173984,2815,1804,48.4195,13.993,0.5516,0.1379,0.0936
LG1,12200001,12250000,12232823,1841,1007,11.7797,16.0984,-0.1549,-0.0554,-0.0402
LG1,12250001,12300000,12274655,4266,2373,17.9109,54.3344,-0.5042,-0.0798,-0.0675
LG1,12300001,12350000,12324080,3529,2130,18.5375,29.2625,-0.2244,-0.0436,-0.0345
LG1,12350001,12400000,12375243,3470,1824,21.0086,8.9273,0.4036,0.0395,0.0332
LG1,12400001,12450000,12421689,3212,1864,52.4102,30.6789,0.2615,0.1439,0.1053
LG1,12450001,12500000,12477496,3627,2107,43.8859,88.0516,-0.3347,-0.094,-0.069
LG1,12500001,12550000,12522716,4084,2533,35.7883,55.4102,-0.2152,-0.0753,-0.0555
LG1,12550001,12600000,12574331,3502,2029,19.0977,17.4617,0.0447,0.006,0.0049
LG1,12600001,12650000,12625413,2853,1640,7.6578,15.6844,-0.3439,-0.0349,-0.0284
LG1,12650001,12700000,12675248,2470,1212,4.8953,7.4672,-0.208,-0.0141,-0.0114
LG1,12700001,12750000,12723978,2702,1202,4.6164,6.407,-0.1624,-0.008,-0.0066
LG1,12750001,12800000,12768699,2333,1267,24.7648,11.4195,0.3688,0.0624,0.0501
LG1,12800001,12850000,12828078,3187,1508,13.1859,16.4984,-0.1116,-0.0186,-0.0143
LG1,12850001,12900000,12875747,4741,2396,59.0719,37.1969,0.2272,0.0512,0.0411
LG1,12900001,12950000,12917096,3206,1900,21.1266,38.4453,-0.2907,-0.0673,-0.0463
LG1,12950001,13000000,12976662,3662,1929,30.7219,23.3406,0.1365,0.023,0.0177
LG1,13000001,13050000,13023254,3204,1887,14.4656,11.9266,0.0962,0.009,0.008
LG1,13050001,13100000,13074687,3205,1712,11.7023,9.5398,0.1018,0.0103,0.0088
LG1,13100001,13150000,13124394,3820,2264,17.4688,15.7203,0.0527,0.0065,0.0055
LG1,13150001,13200000,13176541,2685,1625,5.0063,2.9328,0.2612,0.0094,0.0083
LG1,13200001,13250000,13228862,3111,1601,16.7461,34.6227,-0.348,-0.0784,-0.0606
LG1,13250001,13300000,13275619,3901,2091,12.2586,19.9695,-0.2393,-0.029,-0.0228
LG1,13300001,13350000,13324472,3432,2055,18.4258,16.0883,0.0677,0.0074,0.0063
LG1,13350001,13400000,13375664,2796,1651,23.6164,31.4461,-0.1422,-0.0293,-0.022
LG1,13400001,13450000,13425823,3186,1771,6.6516,7.4437,-0.0562,-0.0032,-0.0028
LG1,13450001,13500000,13474885,3912,1985,11.0305,11.6273,-0.0263,-0.0018,-0.0016
LG1,13500001,13550000,13524999,3586,2085,16.1672,17.4016,-0.0368,-0.0039,-0.0034
LG1,13550001,13600000,13575245,3352,1771,8.9156,11.7734,-0.1381,-0.0104,-0.009
LG1,13600001,13650000,13624985,3012,1716,22.1984,8.2328,0.4589,0.0402,0.034
LG1,13650001,13700000,13674899,3213,1828,24.2719,12.3297,0.3263,0.0385,0.0328
LG1,13700001,13750000,13723406,2868,1623,8.4664,6.8367,0.1065,0.0061,0.0056
LG1,13750001,13800000,13775935,3427,2083,23.2914,22.2086,0.0238,0.0039,0.0033
LG1,13800001,13850000,13825435,3250,1979,22.6781,20.6969,0.0457,0.0083,0.0062
LG1,13850001,13900000,13873454,3655,2056,16.4227,19.5039,-0.0858,-0.0113,-0.0096
LG1,13900001,13950000,13921796,2712,1600,15.6172,18.2422,-0.0775,-0.0114,-0.0097
LG1,13950001,14000000,13976754,3637,1960,61.3383,26.2242,0.401,0.1112,0.0876
LG1,14000001,14050000,14023695,3539,2153,20.1836,16.7273,0.0936,0.0109,0.0097
LG1,14050001,14100000,14079860,2612,1479,5.6867,10.2586,-0.2867,-0.0244,-0.0212
LG1,14100001,14150000,14125033,3197,1709,16.5102,24.7727,-0.2001,-0.032,-0.0277
LG1,14150001,14200000,14174677,2570,1469,16.7977,12.8883,0.1317,0.0224,0.0196
LG1,14200001,14250000,14223494,3473,1963,20.1438,12.6031,0.2303,0.028,0.0232
LG1,14250001,14300000,14275170,3649,2080,30.0789,15.0758,0.3323,0.043,0.0336
LG1,14300001,14350000,14325613,3603,1899,30.1461,12.693,0.4074,0.0689,0.0533
LG1,14350001,14400000,14372562,3404,1769,11.0938,17.2156,-0.2162,-0.0172,-0.0146
LG1,14400001,14450000,14426422,2998,1613,6.7852,10.5289,-0.2162,-0.0132,-0.0115
LG1,14450001,14500000,14475096,2704,1553,16.5437,8.5266,0.3198,0.0292,0.0234
LG1,14500001,14550000,14524957,2799,1514,11.3836,6.5023,0.2729,0.0215,0.0189
LG1,14550001,14600000,14572531,3122,1792,16.8141,21.2031,-0.1154,-0.0146,-0.012
LG1,14600001,14650000,14624385,3812,2086,36.6273,30.6555,0.0888,0.0207,0.0165
